"","X","COSMIC_ID","sample_name","sample_id","model_id","model_name","patient_id","BROAD_ID","CCLE_ID","tissue_descriptor_1","tissue_descriptor_2","tissue_descriptor","tissue","tissue_status","sample_site","cancer_type","cancer_type_passports","gender","ethnicity","age_at_sampling","family_history_of_cancer","smoking_status","alcohol_exposure_intensity","alcohol_consumption_per_week","history_diabetes","diabetes_treatment","colorectal_cancer_risk_factors","GDSC_1000","whole_exome_seq","cna","gene_expression","methylation","drug_response"
"66",1365,910861,"RL","SIDS00345","SIDM01089","RL","SIDP00290","ACH-000371","RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Ascites","DLBC","B-Cell Non-Hodgkin's Lymphoma","Male","White",52,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"67",1389,910935,"A3-KAW","SIDS00946","SIDM00495","A3-KAW","SIDP00846","ACH-000697","A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Ascites","DLBC","B-Cell Non-Hodgkin's Lymphoma","Female","East Asian",68,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"68",757,1330984,"OCI-LY-19","SIDS01133","SIDM00460","OCI-LY-19","SIDP01020","ACH-000124","OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Bone marrow","DLBC","B-Cell Non-Hodgkin's Lymphoma","Female","Unknown",27,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"69",774,1331048,"VAL","SIDS01176","SIDM00416","VAL","SIDP01062","ACH-001703","VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Bone marrow","DLBC","B-Cell Non-Hodgkin's Lymphoma","Female","Unknown",50,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"70",755,1330982,"NU-DUL-1","SIDS01127","SIDM00443","NU-DUL-1","SIDP01014","ACH-000287","NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Cerebrospinal fluid ","DLBC","B-Cell Non-Hodgkin's Lymphoma","Male","White",43,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"71",664,1297449,"Farage","SIDS00120","SIDM00859","Farage","SIDP00096","ACH-001498","FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Lymph node","DLBC","B-Cell Non-Hodgkin's Lymphoma","Female","White",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"72",768,1331036,"SU-DHL-5","SIDS01166","SIDM00406","SU-DHL-5","SIDP01052","ACH-000660","SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Lymph node","DLBC","B-Cell Non-Hodgkin's Lymphoma","Female","Unknown",17,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"73",764,1331032,"SLVL","SIDS01067","SIDM00374","SLVL","SIDP00957","ACH-002062","SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Peripheral blood","DLBC","B-Cell Non-Hodgkin's Lymphoma","Female","East Asian",70,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"74",773,1331045,"TK","SIDS01080","SIDM00323","TK","SIDP00969","ACH-002313","TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Peripheral blood","DLBC","B-Cell Non-Hodgkin's Lymphoma","Female","Unknown",80,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"75",818,1659819,"OCI-LY7","SIDS01134","SIDM00459","OCI-LY7","SIDP01021","ACH-001617","OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Peripheral blood","DLBC","B-Cell Non-Hodgkin's Lymphoma","Male","Unknown",48,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","N","Y"
"76",724,1303897,"GRANTA-519","SIDS00519","SIDM01058","GRANTA-519","SIDP00455","ACH-000073","GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Peripheral Blood","DLBC","B-Cell Non-Hodgkin's Lymphoma","Female","White",58,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"77",734,1327765,"JEKO-1","SIDS00536","SIDM01038","JEKO-1","SIDP00471","ACH-000357","JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Peripheral Blood","DLBC","B-Cell Non-Hodgkin's Lymphoma","Female","Unknown",78,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"78",1378,910919,"BC-1","SIDS00082","SIDM00896","BC-1","SIDP00065","ACH-002214","BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Peritoneal Cavity","DLBC","B-Cell Non-Hodgkin's Lymphoma","Male","Unknown",46,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"79",762,1330995,"RC-K8","SIDS01143","SIDM00448","RC-K8","SIDP01030","ACH-001638","RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Peritoneal effusion","DLBC","B-Cell Non-Hodgkin's Lymphoma","Unknown","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"80",769,1331037,"SU-DHL-6","SIDS01167","SIDM00407","SU-DHL-6","SIDP01053","ACH-000611","SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Peritoneal effusion","DLBC","B-Cell Non-Hodgkin's Lymphoma","Male","Unknown",43,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"81",765,1331033,"SU-DHL-10","SIDS01163","SIDM00389","SU-DHL-10","SIDP01049","ACH-000271","SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Pleural effusion","DLBC","B-Cell Non-Hodgkin's Lymphoma","Male","Unknown",25,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"82",766,1331034,"SU-DHL-16","SIDS01164","SIDM00404","SU-DHL-16","SIDP01050","ACH-002307","SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Pleural effusion","DLBC","B-Cell Non-Hodgkin's Lymphoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"83",767,1331035,"SU-DHL-4","SIDS01165","SIDM00405","SU-DHL-4","SIDP01051","ACH-000365","SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Pleural effusion","DLBC","B-Cell Non-Hodgkin's Lymphoma","Male","Unknown",38,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"84",770,1331038,"SU-DHL-8","SIDS01168","SIDM00423","SU-DHL-8","SIDP01054","ACH-000656","SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Pleural effusion","DLBC","B-Cell Non-Hodgkin's Lymphoma","Male","Unknown",59,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"85",775,1331050,"WSU-DLCL2","SIDS01178","SIDM00413","WSU-DLCL2","SIDP01064","ACH-000534","WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Pleural effusion","DLBC","B-Cell Non-Hodgkin's Lymphoma","Male","White",41,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"86",1385,910930,"SCC-3","SIDS01057","SIDM00384","SCC-3","SIDP00949","ACH-001642","SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Pleural effusion","DLBC","B-Cell Non-Hodgkin's Lymphoma","Female","Unknown",20,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"87",1059,906807,"CRO-AP2","SIDS00492","SIDM00952","CRO-AP2","SIDP00429","ACH-002220","CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Pleural Effusion","DLBC","B-Cell Non-Hodgkin's Lymphoma","Male","Unknown",49,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"88",1084,906842,"DOHH-2","SIDS00499","SIDM00981","DOHH-2","SIDP00436","ACH-000056","DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Pleural Effusion","DLBC","B-Cell Non-Hodgkin's Lymphoma","Male","Unknown",60,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"89",1377,910918,"BC-3","SIDS00083","SIDM00895","BC-3","SIDP00066","ACH-002215","BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Pleural Effusion","DLBC","B-Cell Non-Hodgkin's Lymphoma","Male","White",85,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","N","Y","Y"
"90",736,1327769,"JSC-1","SIDS00177","SIDM00688","JSC-1","SIDP00142","ACH-002253","JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Unknown","DLBC","B-Cell Non-Hodgkin's Lymphoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"91",738,1327773,"KARPAS-1106P","SIDS00544","SIDM01011","KARPAS-1106P","SIDP00478","ACH-002254","KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Unknown","DLBC","B-Cell Non-Hodgkin's Lymphoma","Female","Unknown",23,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"92",1149,907274,"KARPAS-422","SIDS00547","SIDM01008","KARPAS-422","SIDP00481","ACH-000315","KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Unknown","DLBC","B-Cell Non-Hodgkin's Lymphoma","Female","Unknown",73,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"93",1453,949088,"CTB-1","SIDS00656","SIDM00283","CTB-1","SIDP00585","ACH-002221","CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","B_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Unknown","DLBC","B-Cell Non-Hodgkin's Lymphoma","Male","East Asian",70,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"94",658,1295741,"AMO-1","SIDS00452","SIDM00993","AMO-1","SIDP00389","ACH-000838","AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","myeloma","haematopoietic_neoplasm other","myeloma","Haematopoietic and Lymphoid","Metastasis","Ascites","MM","Plasma Cell Myeloma","Female","Unknown",64,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"95",735,1327766,"JJN-3","SIDS00538","SIDM01036","JJN-3","SIDP00473","ACH-000653","JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","myeloma","haematopoietic_neoplasm other","myeloma","Haematopoietic and Lymphoid","Tumour","Bone marrow","MM","Plasma Cell Myeloma","Female","Unknown",57,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"96",1156,907281,"KMS-12-BM","SIDS00556","SIDM01020","KMS-12-BM","SIDP00490","ACH-000380","KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","myeloma","myeloma","myeloma","Haematopoietic and Lymphoid","Tumour","Bone marrow","MM","Plasma Cell Myeloma","Female","Unknown",64,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"97",748,1330950,"MOLP-8","SIDS01122","SIDM00434","MOLP-8","SIDP01009","ACH-000745","MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","myeloma","myeloma","myeloma","Haematopoietic and Lymphoid","Tumour","Peripheral blood","MM","Plasma Cell Myeloma","Male","East Asian",52,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"98",977,753612,"SK-MM-2","SIDS01161","SIDM00391","SK-MM-2","SIDP01047","ACH-000363","SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","myeloma","myeloma","myeloma","Haematopoietic and Lymphoid","Tumour","Peripheral blood","MM","Plasma Cell Myeloma","Male","Unknown",54,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"99",979,753615,"U-266","SIDS01174","SIDM00417","U-266","SIDP01060","ACH-000626","U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","myeloma","myeloma","myeloma","Haematopoietic and Lymphoid","Tumour","Peripheral blood","MM","Plasma Cell Myeloma","Male","Unknown",53,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"100",1017,905964,"RPMI-8226","SIDS00850","SIDM00087","RPMI-8226","SIDP00757","ACH-000817","RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","myeloma","myeloma","myeloma","Haematopoietic and Lymphoid","Tumour","Peripheral blood","MM","Plasma Cell Myeloma","Male","Unknown",61,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"101",1186,907791,"LP-1","SIDS01101","SIDM00340","LP-1","SIDP00990","ACH-000204","LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","myeloma","myeloma","myeloma","Haematopoietic and Lymphoid","Tumour","Peripheral blood","MM","Plasma Cell Myeloma","Female","Unknown",56,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"102",1252,909249,"OPM-2","SIDS01136","SIDM00457","OPM-2","SIDP01023","ACH-000024","OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","myeloma","myeloma","myeloma","Haematopoietic and Lymphoid","Tumour","Peripheral blood","MM","Plasma Cell Myeloma","Female","Unknown",56,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"103",1414,924239,"L-363","SIDS01091","SIDM00312","L-363","SIDP00980","ACH-000183","L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","myeloma","myeloma","myeloma","Haematopoietic and Lymphoid","Tumour","Peripheral blood","MM","Plasma Cell Myeloma","Female","Unknown",36,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"104",817,1659818,"MM1S","SIDS00203","SIDM01265","MM1S","SIDP00165","ACH-000763","MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","myeloma","myeloma","myeloma","Haematopoietic and Lymphoid","Tumour","Peripheral Blood","MM","Plasma Cell Myeloma","Female","Black",42,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"105",663,1297447,"EJM","SIDS00507","SIDM01048","EJM","SIDP00444","ACH-000821","EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","myeloma","lymphoid_neoplasm other","myeloma","Haematopoietic and Lymphoid","Metastasis","Peritoneal fluid","MM","Plasma Cell Myeloma","Female","Unknown",58,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"106",816,1659817,"KMS-11","SIDS00989","SIDM00608","KMS-11","SIDP00886","ACH-000714","KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","myeloma","myeloma","myeloma","Haematopoietic and Lymphoid","Metastasis","Pleural effusion","MM","Plasma Cell Myeloma","Female","East Asian",67,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","N","Y"
"107",899,724825,"NCI-H929","SIDS00324","SIDM01148","NCI-H929","SIDP00271","ACH-000050","NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","myeloma","myeloma","myeloma","Haematopoietic and Lymphoid","Metastasis","Pleural Effusion","MM","Plasma Cell Myeloma","Female","White",62,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"108",739,1327775,"KARPAS-620","SIDS00549","SIDM01006","KARPAS-620","SIDP00483","ACH-000193","KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","myeloma","haematopoietic_neoplasm other","myeloma","Haematopoietic and Lymphoid","Tumour","Unknown","MM","Plasma Cell Myeloma","Female","Unknown",77,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"109",1112,907042,"H4","SIDS00127","SIDM00852","H4","SIDP00103","ACH-000389","H4_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Brain","LGG","Glioma","Male","White",37,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"110",1209,908144,"MOG-G-CCM","SIDS00918","SIDM00532","MOG-G-CCM","SIDP00821","ACH-001125","MOGGCCM_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Brain","LGG","Glioma","Unknown","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"111",1210,908145,"MOG-G-UVW","SIDS00919","SIDM00504","MOG-G-UVW","SIDP00822","ACH-001126","MOGGUVW_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Brain","LGG","Glioma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"112",1230,908452,"no-10","SIDS01023","SIDM00574","no-10","SIDP00917","ACH-001605","NO10_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Brain","LGG","Glioblastoma","Male","Unknown",62,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"113",567,1240150,"Hs683","SIDS00161","SIDM00666","Hs-683","SIDP00127","ACH-000067","HS683_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Left temporal lobe","LGG","Glioma","Male","White",76,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"114",1035,905984,"SF539","SIDS00854","SIDM00083","SF539","SIDP00761","ACH-000273","SF539_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Unknown","LGG","Glioblastoma","Female","Unknown",34,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"115",1102,906868,"GAMG","SIDS00516","SIDM01055","GAMG","SIDP00452","ACH-000098","GAMG_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Unknown","LGG","Glioblastoma","Female","Unknown",42,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"116",1105,906871,"GI-1","SIDS00666","SIDM00273","GI-1","SIDP00594","ACH-000756","GI1_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Unknown","LGG","Glioblastoma","Male","East Asian",61,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"117",1146,907271,"KALS-1","SIDS00984","SIDM00613","KALS-1","SIDP00881","ACH-000231","KALS1_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Unknown","LGG","Glioblastoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"118",1154,907279,"KINGS-1","SIDS00985","SIDM00612","KINGS-1","SIDP00882","ACH-002257","KINGS1_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Unknown","LGG","Glioma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"119",1157,907282,"KNS-42","SIDS00990","SIDM00607","KNS-42","SIDP00887","ACH-000622","KNS42_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Unknown","LGG","Glioblastoma","Male","Unknown",16,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"120",1227,908449,"NMC-G1","SIDS01022","SIDM00575","NMC-G1","SIDP00916","ACH-000200","NMCG1_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Unknown","LGG","Glioma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"121",1228,908450,"no-11","SIDS01024","SIDM00573","no-11","SIDP00918","ACH-001606","NO11_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Unknown","LGG","Glioblastoma","Female","Unknown",64,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"122",1305,909750,"SW1783","SIDS00393","SIDM01164","SW1783","SIDP00337","ACH-000883","SW1783_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Unknown","LGG","Glioma","Male","White",68,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"123",1411,924188,"KNS-81-FD","SIDS00992","SIDM01210","KNS-81-FD","SIDP00889","ACH-002259","KNS81FD_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Unknown","LGG","Glioblastoma","Male","Unknown",65,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"124",1447,946369,"D-336MG","SIDS00573","SIDM00620","D-336MG","SIDP00506","ACH-002226","D336MG_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Unknown","LGG","Glioblastoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"125",1450,946373,"D-502MG","SIDS00576","SIDM00208","D-502MG","SIDP00509","ACH-002229","D502MG_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Unknown","LGG","Glioblastoma","Unknown","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"126",843,687563,"A172","SIDS00065","SIDM00799","A172","SIDP00050","ACH-000558","A172_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Brain","GBM","Glioblastoma","Male","Unknown",53,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"127",845,687586,"T98G","SIDS00407","SIDM01171","T98G","SIDP00350","ACH-000571","T98G_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Brain","GBM","Glioblastoma","Male","White",61,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"128",846,687588,"U-118-MG","SIDS00414","SIDM01193","U-118-MG","SIDP00357","ACH-000040","U118MG_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Brain","GBM","Glioma","Male","White",50,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"129",847,687590,"U-87-MG","SIDS00417","SIDM01189","U-87-MG","SIDP00359","ACH-000075","U87MG_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Brain","GBM","Glioblastoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"130",1079,906835,"DBTRG-05MG","SIDS00113","SIDM00867","DBTRG-05MG","SIDP00090","ACH-000863","DBTRG05MG_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Brain","GBM","Glioblastoma","Female","White",59,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"131",1300,909745,"SW1088","SIDS00389","SIDM01155","SW1088","SIDP00333","ACH-000437","SW1088_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Brain","GBM","Glioma","Male","White",72,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"132",1457,949094,"M059J","SIDS00188","SIDM00659","M059J","SIDP00153","ACH-001118","M059J_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Brain","GBM","Glioblastoma","Male","Unknown",33,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"133",842,687562,"8-MG-BA","SIDS00447","SIDM00998","8-MG-BA","SIDP00384","ACH-000137","8MGBA_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Frontal Brain lobe","GBM","Glioblastoma","Female","Unknown",54,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"134",584,1240169,"LN-229","SIDS00181","SIDM00684","LN-229","SIDP00146","ACH-000595","LN229_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Right frontal parieto-occipital cortex","GBM","Glioblastoma","Female","White",60,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"135",1083,906839,"DK-MG","SIDS00497","SIDM00947","DK-MG","SIDP00434","ACH-000244","DKMG_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Right parietal lobe","GBM","Glioblastoma","Female","Unknown",67,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"136",583,1240168,"LN-18","SIDS00180","SIDM00685","LN-18","SIDP00145","ACH-000819","LN18_CENTRAL_NERVOUS_SYSTEM","nervous_system","glioma","nervous_system","Central Nervous System","Tumour","Right temporal lobe","GBM","Glioblastoma","Male","White",65,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
